id,name,phone,address,postal_code,lat,lng,category,hours,description,image,link,review_count,rating,category_kakao,description_kakao,last_order,kakao_place_id,kakao_place_url,menu_price_min,menu_price_median,menu_count,has_parking,has_group_seating,has_private_room,has_baby_chair,has_kids_menu,allows_pets,has_disabled_access,hours_source
7118098,죠티 레스토랑 충무로점,+82 2-2261-2912,서울 중구 서애로 12-4 2층,04624,37.56129,126.99796,"인도 요리, 아시아 요리, 네팔",월 11:00~22:30 / 화 11:00~22:30 / 수 11:00~22:30 / 목 11:00~22:30 / 금 11:00~22:30 / 토 11:00~22:30 / 일 11:00~22:30,"This restaurant is located back gate of Donguk university, 150 meter walking distance from Chungmuro station exit -1, and Daehan cinema Chungmuro, close to ambassador hotel and jael woman hospital. Dongdaemun shopping, history park, Myengdong shopping is nearby. Resaurant has 45+ seating capacity, free wifi, party organize, buffet on reservation . Vegetarian meal and non vegetarian meal will be served . Authentic Indian taste cooked by highly experienced chefs . All spices directly imported from India and Pakistan.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d7118098-Reviews-Jyoti_Restaurant_Chungmuro-Seoul.html,199,4.6,인도음식,현지인이 사랑하는 진짜 인도 커리 맛집,,27268075,https://place.map.kakao.com/27268075,5500,11500,14,true,true,true,,,,,kakao
28669446,청기와타운 충무로점,+82 2-2274-1474,서울 Chungmu-ro 22-1 1 층,04556,37.563957,126.993,"바베큐, 아시아 요리, 한국, 건강식",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d8/f1/e3/caption.jpg?w=800&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d28669446-Reviews-Cheonggiwa_Town_Chungmuro_Branch-Seoul.html,22,4.9,한식,LA 한인타운 감성의 수원왕갈비 맛집,일 21:10 / 월 21:10 / 화 21:10 / 수 21:10 / 목 21:10 / 금 21:10 / 토 21:10,1481302218,https://place.map.kakao.com/1481302218,,,,,,,,,,,kakao
4608689,옷살 서울대 입구역점,+82 2-882-6527,서울 관악구 봉천동 856-5,,37.47983,126.95233,인도 요리,월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/60/63/6b/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4608689-Reviews-Otsal_Traditional_Indian_Restaurant_Seoul_National_Univ-Seoul.html,76,4.7,인도음식,[ 가맹문의 ] 02-875-6527 1998년 인도 라다크에서 시작한 인도정통요리전문점,,12740961,https://place.map.kakao.com/12740961,,,,true,,,,,,true,kakao
3923509,오세계향,+82 2-735-7171,서울 종로구 인사동12길 14-5,03146,37.574635,126.98525,한국,월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 금 11:30~21:00 / 토 11:30~21:00 / 일 11:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3923509-Reviews-Osegyehyang-Seoul.html,121,4.3,한식,30가지 채식요리로 채운 건강 한상,,12069878,https://place.map.kakao.com/12069878,6000,12000,9,,,,,,true,,kakao
34063756,장앤페이스트,+82 2-743-7779,서울 돈화문로11다길 38,,37.57378,126.99007,"아시아 요리, 한국",월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,"A Korean restaurant showcasing modern flavors inspired by the deep, rich traditions of Korean fermented pastes.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d34063756-Reviews-Jang_paste-Seoul.html,31,5.0,한식,"장(醬)은 달빛 아래 익어가고, 페이스트는 태양빛 속에서 농축된다.",,1523287562,https://place.map.kakao.com/1523287562,8000,24900,19,,,,,,,true,kakao
2476809,바토스 이태원점,+82 2-797-8226,서울 용산구 이태원동 181-8,140866,37.534306,126.99026,"멕시코 요리, 사우스웨스턴, 라틴, 퓨전",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0e/ff/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d2476809-Reviews-Vatos_Urban_Tacos_Itaewon-Seoul.html,864,4.2,"멕시칸,브라질",데킬라와 어울리는 멕시칸 감성 공간,,21535686,https://place.map.kakao.com/21535686,7900,13900,11,,,,,,,,kakao
21127142,블라인드 스팟,+82 2-2076-2051,서울 서울시 용산구 장문로 23 몬드리안 서울 이태원 1층 블라인드 스팟,04392,37.528515,126.99312,"바, 카페, 유럽 요리, 와인 바",일 10:00~22:00 / 월 10:00~22:00 / 화 10:00~22:00 / 수 10:00~22:00 / 목 10:00~22:00 / 금 10:00~22:00 / 토 10:00~22:00,"블라인드 스팟은 늦은 밤만큼이나 아침에도 찾기 좋은 장소입니다. 낮 시간에는 시그니처 음료인 '숲과 계절의 영감을 받은' 차를 즐기실 수 있는 반면, 밤에는 전혀 다른 분위기가 펼쳐집니다. 저녁이 되면 블라인드 스팟에서는 풍미 가득하고 다양한 맞춤형 시그니처 칵테일이 제공됩니다. 따라서 어떤 시간대에 방문하든, 블라인드 스팟은 사람들과 어울려 음료를 즐길 수 있는 완벽한 장소가 될 것입니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d21127142-Reviews-Blind_Spot-Seoul.html,151,4.8,,섬세한 디저트와 여유로운 티타임 공간,,1675910013,https://place.map.kakao.com/1675910013,25000,61500,3,,,,,,,,tripadvisor
9205326,육전식당 - 본점,+82 2-2253-6373,서울 동대문구 난계로30길 16,02586,37.574448,127.02437,"바베큐, 아시아 요리, 한국",월 11:30~22:50 / 화 11:30~22:50 / 수 11:30~22:50 / 목 11:30~22:50 / 금 11:30~22:50 / 토 11:30~22:50 / 일 11:30~22:50,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/00/35/1e/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9205326-Reviews-Yukjeon_Sikdang_Main_Store-Seoul.html,101,4.6,"육류,고기",직원이 구워주는 두툼한 삼겹살의 진수,일 21:50 / 월 21:50 / 화 21:50 / 수 21:50 / 목 21:50 / 금 21:50 / 토 21:50,10331494,https://place.map.kakao.com/10331494,7000,12000,14,true,true,,true,true,,,kakao
3922956,자매집,+82 2-2274-8344,서울 종로구 종로4가 177,,37.570652,127.00001,"아시아 요리, 한국",화 10:30~21:40 / 수 10:30~21:40 / 목 10:30~21:40 / 금 10:30~21:40 / 토 10:30~21:40 / 일 10:30~21:20,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3922956-Reviews-Jamaejip-Seoul.html,302,4.3,"육류,고기","육회를 1,000원에 시작한 광장시장 시그니처 맛집입니다. (since1974)",,8055849,https://place.map.kakao.com/8055849,9000,17000,12,,,,,,,,kakao
3922605,큰기와집,+82 2-722-9024,서울 종로구 북촌로 20-7 헌법재판소 맞은편 있습니다,03059,37.579876,126.98162,한국,월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 목 11:30~21:00 / 금 11:30~21:00 / 토 11:30~21:00 / 일 11:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4d/61/03/caption.jpg?w=200&h=200&s=1&cx=748&cy=500&chk=v1_51edbdfb99e870f4e41d,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3922605-Reviews-Keunkiwajip-Seoul.html,130,4.1,한식,정갈한 한정식과 대자 간장게장,일 20:00 / 월 20:00 / 화 20:00 / 수 20:00 / 목 20:00 / 금 20:00 / 토 20:00,677693222,https://place.map.kakao.com/677693222,28000,76500,6,false,true,true,,,,,kakao
12368526,어니언,+82 70-7816-2710,서울 성동구 아차산로9길 8,04797,37.546463,127.05898,길거리 음식,월 08:00~22:00 / 화 08:00~22:00 / 수 08:00~22:00 / 목 08:00~22:00 / 금 08:00~22:00 / 토 09:00~22:00 / 일 09:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d12368526-Reviews-Onion-Seoul.html,90,4.2,카페,빈티지 감성 가득한 성수의 베이커리 카페,일 21:30 / 월 21:30 / 화 21:30 / 수 21:30 / 목 21:30 / 금 21:30 / 토 21:30,145791269,https://place.map.kakao.com/145791269,5000,7000,12,,,,,,,,kakao
6165427,먹쉬돈나 삼청동점,+82 2-723-8089,서울 종로구 율곡로3길 74-7,03061,37.579006,126.98253,한국,일 11:00~21:00 / 월 11:00~21:00 / 화 11:00~21:00 / 수 11:00~21:00 / 목 11:00~21:00 / 금 11:00~21:00 / 토 11:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0d/6d/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d6165427-Reviews-Mukshidonna_Samcheongdong-Seoul.html,133,4.2,,,,,,,,,,,,,,,,tripadvisor
10677791,금돼지식당,+82 2-231-0561,서울 중구 다산로 149,04607,37.557003,127.0118,"바베큐, 아시아 요리, 한국, 그릴",일 11:30~23:00 / 월 11:30~23:00 / 화 11:30~23:00 / 수 11:30~23:00 / 목 11:30~23:00 / 금 11:30~23:00 / 토 11:30~23:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/05/70/1a/caption.jpg?w=200&h=200&s=1&cx=1920&cy=1080&chk=v1_9fa64641a807b789e4f6,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d10677791-Reviews-Gold_Pig_Restaurant-Seoul.html,36,4.4,,눈꽃목살과 바질쌈의 환상 조합,,1065693087,https://place.map.kakao.com/1065693087,19000,21000,4,,,,,,true,,tripadvisor
7033805,라이너스 바베큐,+82 2-790-2920,"서울 용산구 이태원로 136-13 Down the stairway next to McDonald's Itaewon, and straight back",04390,37.533775,126.98973,"미국 요리, 바베큐",월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 목 11:30~21:00 / 금 11:30~22:00 / 토 12:00~22:00 / 일 12:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b9/1a/b6/37fa8f9d-5dbb-42bb.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d7033805-Reviews-Linus_Bama_Style_BBQ-Seoul.html,243,4.3,양식,직접 만드는 바비큐 버거의 특별한 즐거움,,25090873,https://place.map.kakao.com/25090873,3900,15900,30,,true,,,,,,kakao
15513085,그레인 서울,+82 2-336-5559,"서울 서대문구 연희로11가길 53 연희104고지 버스정류장에서 하차 200m, 걸어오시면 24이마트편의점 맞은편 2층 입니다.",03707,37.566204,126.92735,"카페, 유럽 요리, 건강식, 스칸디나비아, 덴마크",월 09:00~17:30 / 화 09:00~17:30 / 수 09:00~17:30 / 목 09:00~17:30 / 금 09:00~17:30 / 토 09:00~17:30 / 일 09:00~17:30,"GRAIN SEOUL은 ""맛있고 영양가 있는 식사""라는 슬로건과 같이 하루 종일 즐길 수 있는 신선한 브런치를 제공합니다. 원하는 아이템을 선택하고 브런치를 만들 수 있습니다. 하루 동안 당신을 깨우는 신선한 주스/ 커피로 맞춤형 식사를 즐길 수 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/07/e2/e8/everyone-cheer-up-let.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d15513085-Reviews-GRAIN_SEOUL-Seoul.html,22,5.0,양식,'맛있고 영양 있는 식사'를 하루 종일 즐길 수 있는 브런치를 제공합니다.,,997509076,https://place.map.kakao.com/997509076,6500,16000,11,true,,,,,true,,kakao
12261567,구르카 인도 레스토랑,+82 2-775-8860,서울 중구 명동10길 16-1 지상 4층,04536,37.56305,126.98522,"인도 요리, 네팔",월 10:30~22:00 / 화 10:30~22:00 / 수 10:30~22:00 / 목 10:30~22:00 / 금 10:30~22:00 / 토 10:30~22:00 / 일 10:30~22:00,"구르카레스토랑은 서울 명동에 위치하고 있으며 인도, 네팔, 차이나 음식 전문점입니다. 언제든 인도, 네팔, 차이나 음식을 최상의 맛으로 보답하고자 합니다. 고객님께 더나은 맛과 서비스를 제공하기 위하여 앞으로도 더욱더 노력하는 구르카레스토랑이 되겠습니다. 감사합니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1d/74/51/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d12261567-Reviews-Gurkha_Indian_Restaurant-Seoul.html,184,4.4,인도음식,현지 감성 가득한 인도 정통 맛집,일 21:30 / 월 21:30 / 화 21:30 / 수 21:30 / 목 21:30 / 금 21:30 / 토 21:30,665610955,https://place.map.kakao.com/665610955,9900,15000,22,false,true,true,true,,,,kakao
4414170,깐부 치킨 삼성점,+82 2-566-7088,서울 강남구 삼성동 156-6번지,,37.508694,127.05618,"아시아 요리, 한국",월 15:00~02:00 / 화 15:00~02:00 / 수 15:00~02:00 / 목 15:00~02:00 / 금 15:00~02:00 / 토 15:00~02:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/57/cc/e5/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4414170-Reviews-Kkanbu_Chicken_Samsung-Seoul.html,47,4.4,치킨,회장님들도 반한 특별한 치킨 맛집,,12474728,https://place.map.kakao.com/12474728,7000,20000,37,true,,,,,,,kakao
14901544,모보 바,+82 2-6282-6739,서울 서울특별시 서초구 신반포로 176 JW 메리어트 호텔 서울 7층,06546,37.5039,127.00474,"바, 펍, 와인 바, 다이닝 바",월 18:00~24:00 / 화 18:00~24:00 / 수 18:00~24:00 / 목 18:00~01:00 / 금 18:00~02:00 / 토 18:00~02:00 / 일 18:00~24:00,JW 메리어트 서울 7층의 더 마고 그릴(The Margaux Grill) 레스토랑 내에 위치한 모보 바(MOBO Bar)는 대형 와인 셀러에서 선별한 진귀한 주류와 정원 온실에서 재배한 천연 재료들을 믹스여 독창적인 칵테일을 선보이는 모던 보태니컬 컨템포러리 바입니다.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/44/0b/8c/mobo-bar-is-our-contemporary.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d14901544-Reviews-MOBO_Bar-Seoul.html,242,5.0,칵테일바,도심 속 비밀 정원에서 즐기는 칵테일,,1921237370,https://place.map.kakao.com/1921237370,18000,37000,10,true,,,,,,,kakao
802826,산촌,+82 2-735-0312,서울 종로구 관훈동 14,,37.573708,126.986145,"아시아 요리, 한국",일 11:30~22:00 / 월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c0/03/ec/sanchon.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d802826-Reviews-Sanchon-Seoul.html,228,3.9,,,,16650740,https://place.map.kakao.com/16650740,6000,18000,4,,,,,,,,tripadvisor
26262526,게 52,+82 1644-2066,"서울 영동대로 511 WTC 트레이드 타워, 52층",,37.51032,127.061005,"해산물, 스시, 아시아 요리, 한국, 그릴, 와인 바",일 12:00~15:00 / 일 18:00~21:00 / 월 12:00~15:00 / 월 18:00~21:00 / 화 12:00~15:00 / 화 18:00~21:00 / 수 12:00~15:00 / 수 18:00~21:00 / 목 12:00~15:00 / 목 18:00~21:00 / 금 12:00~15:00 / 금 18:00~21:00 / 토 12:00~15:00 / 토 18:00~21:00,A high-end all-you-can-eat seafood/crab place,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/a6/a4/cf/the-world-best-crustacean.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26262526-Reviews-Crab_52-Seoul.html,18,5.0,,52층에서 즐기는 신선한 해산물 향연,,1331156078,https://place.map.kakao.com/1331156078,,,,true,,,,,,,tripadvisor
4886861,단풍나무 집 삼청동점,+82 2-730-7461,서울 종로구 삼청동 31-1,,37.586845,126.98184,"바베큐, 아시아 요리, 한국",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/14/7a/0e/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4886861-Reviews-Maple_Tree_House_Samcheongdong-Seoul.html,122,4.3,"육류,고기",숯불에 구워주는 정갈한 한우와 돼지고기,,10262074,https://place.map.kakao.com/10262074,21900,33900,5,true,true,,true,,,,kakao
26997513,You Are What You Eat,+82 2-6002-3288,"서울 513, Yeongdong-daero, Gangnam-gu B1",,37.51252,127.05882,"이탈리아 요리, 아시아 요리, 한국, 퓨전, 건강식",일 11:00~21:00 / 월 11:00~21:00 / 화 11:00~21:00 / 수 11:00~21:00 / 목 11:00~21:00 / 금 11:00~21:00 / 토 11:00~21:00,YOU ARE WHAT YOU EAT is a plant-based restaurant with a wide range of plant-based meal options. Enjoy our 100% plant-based menu made with plant-based meat and other fresh ingredients! YOU ARE WHAT YOU EAT is located within Starfield Coex mall.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/8a/a5/e8/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26997513-Reviews-You_Are_What_You_Eat-Seoul.html,26,5.0,,,,,,,,,,,,,,,,tripadvisor
4070952,엔그릴,+82 2-3455-9297,서울 별시 용산구 남산공원길 105 N 서울타워 7층,04340,37.551334,126.98825,"프랑스 요리, 유럽 요리, 그릴",일 12:00~15:00 / 일 17:00~22:30 / 월 13:00~15:00 / 월 17:00~22:00 / 화 13:00~15:00 / 화 17:00~22:00 / 수 13:00~15:00 / 수 17:00~22:00 / 목 13:00~15:00 / 목 17:00~22:00 / 금 13:00~15:00 / 금 17:00~22:00 / 토 12:00~15:00 / 토 17:00~22:30,"엔그릴 셰프가 직접 선보이는 고품격 프렌치 퀴진! 엔그릴은 N서울타워에서도 가장 높은 곳에 위치한 최고의 뷰를 가진 프렌치 레스토랑입니다. 창의적인 프렌치 코스와 함께 보석같은 야경을 바라보며 사랑하는 이와의 잊지 못할 시간을 보내시기 바랍니다. -디너 예약 시간 안내- *주말,공휴일 디너 3부제 운영: 1부-17시, 2부-19시, 3부-21시 *금요일 디너 2부제 운영: 1부-18시, 2부-20시30분 *주중 디너 시간 제한 없음",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=100&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4070952-Reviews-N_Grill-Seoul.html,164,4.1,,360도 서울 야경과 함께하는 고급 코스요리,,8057633,https://place.map.kakao.com/8057633,120000,180000,3,,,,,,,,tripadvisor
28650345,대가인생순두부 명동본점,+82 2-6261-2777,서울 중구 명동10길 7-7 1층,,37.563553,126.985634,"아시아 요리, 한국, 건강식",월 10:30~22:30 / 화 10:30~22:30 / 수 10:30~22:30 / 목 10:30~22:30 / 금 10:30~22:30 / 토 10:30~22:30 / 일 10:30~22:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/85/b2/78/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d28650345-Reviews-Daega_Insaeng_Sundubu_Myeongdong_Main_Branch-Seoul.html,23,5.0,두부전문점,해물 육수와 부드러운 순두부의 만남,,1591041689,https://place.map.kakao.com/1591041689,11000,11500,14,false,true,,,,,,kakao
33393803,우아라 광화문점,+82 2-730-9554,서울 종로1길 50 트윈 타워 K,,37.574768,126.979294,"바베큐, 아시아 요리, 한국",월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,"우아라 광화문은 프리미엄 한우와 신선한 해산물을 함께 즐길 수 있는 한식 맛집입니다. 프라이빗 다이닝 공간에서 한우 오마카세와 해산물 요리를 곁들인 정갈한 한식 코스를 제공하며, 특별한 회식이나 비즈니스 미팅, 상견례, 기념일에 최적화되어 있습니다. 안국역, 경복궁, 광화문 중심에서 품격 있는 시간을 선사하는 한식당으로, 직장인과 미식가들에게 꾸준히 사랑받는 광화문 대표 맛집입니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=100&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d33393803-Reviews-Wooara_Restaurant-Seoul.html,51,4.9,한식,"광화문한식,광화문회식,광화문상견례,광화문한우,한우오마카세,서울한우오마카세",,1406560481,https://place.map.kakao.com/1406560481,39000,89000,6,true,,,,,,true,kakao
26392614,Myeongdong Korean Bbq All You Can Eat Pig Company,+82 2-318-2990,"서울 44, Myeongdong 3-gil 3rd Floor",,37.565697,126.98367,"아시아 요리, 한국",일 11:30~23:30 / 월 11:30~23:30 / 화 11:30~23:30 / 수 11:30~23:30 / 목 11:30~23:30 / 금 11:30~23:30 / 토 11:30~23:30,"Don't look around in a big store ! Let's eat as much as we want ! A (All You Can Eat Pork Belly) 17,900won B (All You Can Eat Pork Belly + Soy Sauce Boneless Chicken) 19,900won F (Full Course : A + B + Drink + Rice + Cold Noodles) 23,900won A(サムギョプサル食べ放題)17,900ウォンです B(サムギョプサル+醤油骨なしチキン食べ放題) 19,900ウォンです F(フルコース:A+B+ドリンク+ライス+冷麺)23,900ウォンです A（豚肉食べ放題 17,900）ウォン サムギョプサル+モクサル+ウサムギョプ+カブリサルorカルメギサル+薄切りサムギョプサル+豚の殻+味噌チゲ+盛り合わせ野菜サム+セルフバー食べ放題 B （豚肉食べ放題+にんにく醤油チキン(骨なし)食べ放題） 19,900ウォン 豚肉食べ放題+にんにく醤油チキン(骨なし)食べ放題+味噌チゲ+盛り合わせ野菜サム+セルフバー食べ放題 F （フルコース 食べ放題） 23,900ウォン 豚肉食べ放題+にんにく醤油チキン(骨なし)食べ放題+味噌チゲ+盛り合わせ野菜サム+セルフバー食べ放題+冷麺食べ放題+飲み物食べ放題+ご飯食べ放題",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/d3/fe/12/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26392614-Reviews-Myeongdong_Korean_Bbq_All_You_Can_Eat_Pig_Company-Seoul.html,10,4.9,,,,,,,,,,,,,,,,tripadvisor
14832409,더 라운지,+82 2-6282-6735,서울 서울특별시 서초구 신반포로 176 JW 메리어트 호텔 서울 8층,06546,37.50391,127.004745,"중국 요리, 카페, 아시아 요리, 건강식, 와인 바",일 08:00~22:00 / 월 08:00~22:00 / 화 08:00~22:00 / 수 08:00~22:00 / 목 08:00~22:00 / 금 08:00~22:00 / 토 08:00~22:00,"높은 천장과 대형 통창으로 자연 채광과 도심 뷰를 즐기며 럭셔리한 미식을 경험할 수 있는 프리미엄 라운지 공간입니다. 미쉐린 스타 레스토랑의 식음 컨설턴트 알란 야우가 기획한 독창적인 딤섬 메뉴와 프리미엄 중식 차들을 제공하며 애프터눈 티 세트와 스낵, 커피와 음료들도 선보입니다. 저녁에는 와인과 칵테일 등의 주류도 함께 즐기실 수 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/4a/38/f0/caption.jpg?w=200&h=-1&s=1&cx=1920&cy=1080&chk=v1_32731f4d6cc7594ff2f8,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d14832409-Reviews-The_Lounge-Seoul.html,46,5.0,,,,,,,,,,,,,,,,tripadvisor
2228910,연남서식당,+82 2-716-2520,서울 서대문구 연희동 189-7,,37.554085,126.93522,"바베큐, 아시아 요리, 한국",일 12:00~21:00 / 월 12:00~21:00 / 화 12:00~21:00 / 수 12:00~21:00 / 목 12:00~21:00 / 금 12:00~21:00 / 토 12:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0d/6d/caption.jpg?w=200&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d2228910-Reviews-Yeonnamseo_Sikdang-Seoul.html,274,4.3,,,,,,,,,,,,,,,,tripadvisor
3957610,유가네 닭갈비 명동1호점,+82 2-3789-3392,서울 중구 명동10길 13,04537,37.563206,126.98532,"아시아 요리, 한국",월 10:00~23:50 / 화 10:00~23:50 / 수 10:00~23:50 / 목 10:00~23:50 / 금 10:00~23:50 / 토 10:00~23:50 / 일 10:00~23:50,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d9/af/ee/caption.jpg?w=100&h=-1&s=1&cx=1102&cy=838&chk=v1_d4ff4bdc810b39e04a0b,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3957610-Reviews-Yoogane_Myeongdong_1st_Store-Seoul.html,569,3.7,닭요리,치즈와 옥수수 어우러진 닭갈비의 진수,,15411094,https://place.map.kakao.com/15411094,4000,10500,27,false,true,,,,,,kakao
27799148,서령,+82 10-3474-8766,서울 소월로 10 단암타워 1층 스타벅스 옆,04527,37.558548,126.97546,"아시아 요리, 한국, 건강식",월 11:00~21:30 / 화 11:00~21:30 / 수 11:00~21:30 / 목 11:00~21:30 / 금 11:00~21:30 / 토 11:00~21:30 / 일 11:00~21:30,"Seoryung is a traditional Korean restaurant specializing in Pyongyang-style cold noodles (naengmyeon), known for its crystal-clear and deep beef broth, hand-pulled 100% buckwheat noodles, and warm, attentive service. Located near Seoul Station, Namdaemun, Myeongdong, it offers a peaceful dining experience with authentic flavors rooted in heritage. In addition to its signature naengmyeon, Seoryung also serves tender, top-grade Korean beef bulgogi made from premium sirloin, grilled to perfection for a rich and savory experience. It promises an enjoyable culinary journey where you can savor traditional Korean dishes in a setting that blends timeless elegance with modern design.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/7d/1b/korean-traditional-resaturant.jpg?w=900&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d27799148-Reviews-Seoryung_Seoul_Station-Seoul.html,10,5.0,냉면,100% 순메밀면과 12시간 끓여 낸 신선 한우암소 육수를 즐길 수 있는 평양냉면 전문점,,1644608542,https://place.map.kakao.com/1644608542,2000,16000,14,true,,,,,,true,kakao
