26997513,You Are What You Eat,+82 2-6002-3288,"513, Yeongdong-daero, Gangnam-gu B1",,37.51252,127.05882,"Italian, Asian, Korean, Fusion, Healthy",Sun 11:00~21:00 / Mon 11:00~21:00 / Tue 11:00~21:00 / Wed 11:00~21:00 / Thu 11:00~21:00 / Fri 11:00~21:00 / Sat 11:00~21:00,YOU ARE WHAT YOU EAT is a plant-based restaurant with a wide range of plant-based meal options. Enjoy our 100% plant-based menu made with plant-based meat and other fresh ingredients! YOU ARE WHAT YOU EAT is located within Starfield Coex mall.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/8a/a5/e8/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26997513-Reviews-You_Are_What_You_Eat-Seoul.html
4070952,N Grill,+82 2-3455-9297,"105 Namsangongwon-gil, Yongsan-gu 7F, N Seoul Tower",04340,37.551334,126.98825,"French, European, Grill",Sun 12:00~15:00 / Sun 17:00~22:30 / Mon 13:00~15:00 / Mon 17:00~22:00 / Tue 13:00~15:00 / Tue 17:00~22:00 / Wed 13:00~15:00 / Wed 17:00~22:00 / Thu 13:00~15:00 / Thu 17:00~22:00 / Fri 13:00~15:00 / Fri 17:00~22:00 / Sat 12:00~15:00 / Sat 17:00~22:30,High-quality French Quizin presented by Engril Chef himself! Engrill is a French restaurant with the highest view located in N Seoul Tower. Enjoy the nightlife of your loved ones with a creative French course. -Diner reservation information- *Operates weekend and holiday dinners in triplicate: Part 1-17:00 Part 2-19:00 Part 3-21:00 *Dinner two-part operation Friday: Part 1-18:00 Part 2-20:30 *No weekly dinner time limit,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d0/64/41/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4070952-Reviews-N_Grill-Seoul.html
26262526,Crab 52,+82 1644-2066,"511 Yeongdong-daero WTC Trade Tower, 52F",,37.51032,127.061005,"Seafood, Sushi, Asian, Korean, Grill, Wine Bar",Sun 12:00~15:00 / Sun 18:00~21:00 / Mon 12:00~15:00 / Mon 18:00~21:00 / Tue 12:00~15:00 / Tue 18:00~21:00 / Wed 12:00~15:00 / Wed 18:00~21:00 / Thu 12:00~15:00 / Thu 18:00~21:00 / Fri 12:00~15:00 / Fri 18:00~21:00 / Sat 12:00~15:00 / Sat 18:00~21:00,A high-end all-you-can-eat seafood/crab place,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/a6/a4/cf/the-world-best-crustacean.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26262526-Reviews-Crab_52-Seoul.html
7748342,Mokmyeoksanbang,+82 2-318-4790,"71 Toegye-ro 20-gil, Namsandong 2-ga, Jung-gu 1F, Hannam Building",04629,37.555695,126.98563,"Seafood, Barbecue, Korean, Grill, Healthy",Sun 11:00~20:00 / Mon 11:00~20:00 / Tue 11:00~20:00 / Wed 11:00~20:00 / Thu 11:00~20:00 / Fri 11:00~20:00 / Sat 11:00~20:00,"Vegetarian friendly, Vegan options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f9/98/0f/mok-myeok-san-bang.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7748342-Reviews-Mokmyeoksanbang-Seoul.html
4608689,Otsal Traditional Indian Restaurant Seoul National Univ.,+82 2-882-6527,"856-5 Bongcheon-dong, Gwanak-gu",,37.47983,126.95233,Indian,,"Vegetarian friendly, Vegan options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/37/37/2f/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4608689-Reviews-Otsal_Traditional_Indian_Restaurant_Seoul_National_Univ-Seoul.html
25101005,Montsoop,+82 2-790-3905,"Hangang-daero 21-gil 1F, 17-7, Yongsan-gu",,37.52646,126.96392,"Asian, Korean",Sun 12:30~15:00 / Sun 18:00~22:00 / Wed 18:00~22:00 / Thu 18:00~22:00 / Fri 12:00~14:00 / Fri 18:00~22:00 / Sat 12:30~15:00 / Sat 18:00~22:00,Accepts Credit Cards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/f9/27/1e/cucumber-hanwoo-beef.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d25101005-Reviews-Montsoop-Seoul.html
802826,Sanchon,+82 2-735-0312,"14, Gwanhun-dong, Jongno-gu",,37.573708,126.986145,"Asian, Korean",Sun 11:30~22:00 / Mon 11:30~22:00 / Tue 11:30~22:00 / Wed 11:30~22:00 / Thu 11:30~22:00 / Fri 11:30~22:00 / Sat 11:30~22:00,"Vegetarian friendly, Vegan options, Gluten free options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c0/03/ec/sanchon.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d802826-Reviews-Sanchon-Seoul.html
33405187,Sooda Samseong 1st Branch,+82 2-596-3584,53 Teheran-ro 87-gil,,37.511017,127.05732,"Japanese, Sushi, Asian, Korean, Beer restaurants, Japanese Fusion",Sun 16:00~02:00 / Mon 16:00~02:00 / Tue 16:00~02:00 / Wed 16:00~02:00 / Thu 16:00~02:00 / Fri 16:00~03:00 / Sat 16:00~03:00,"A valet system has also been introduced in addition to restaurants frequented by Japanese lovers, perfect for business, private, group meetings, and dating around COEX",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/d9/65/70/this-is-izakaya-suda.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d33405187-Reviews-Sooda_Samseong_1st_Branch-Seoul.html
7033805,Linus' Bama Style BBQ,+82 2-790-2920,"136-13, Itaewon-ro, Yongsan-gu Down the stairway next to McDonald's Itaewon, and straight back",04390,37.533775,126.98973,"American, Barbecue",Sun 12:00~21:00 / Mon 11:30~15:00 / Mon 17:00~21:00 / Tue 11:30~15:00 / Tue 17:00~21:00 / Wed 17:00~21:00 / Wed 23:30~15:00 / Thu 17:00~21:00 / Thu 23:30~15:00 / Fri 17:00~22:00 / Sat 12:00~22:00,"Accepts credit cards: Mastercard, Visa",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/57/9b/78/linus-bama-style-bbq.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7033805-Reviews-Linus_Bama_Style_BBQ-Seoul.html
1800094,Gamekol Son Wangmandu,+82 2-755-2569,"60-2 Namchang-dong, Jung-gu",,37.558426,126.977264,"Fast Food, Asian, Korean",,"Breakfast, Lunch, Brunch",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e8/23/2d/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d1800094-Reviews-Gamekol_Son_Wangmandu-Seoul.html
21127142,Blind Spot,+82 2-2076-2051,1F,04392,37.528515,126.99312,"Bar, Cafe, European, Wine Bar",Sun 10:00~22:00 / Mon 10:00~22:00 / Tue 10:00~22:00 / Wed 10:00~22:00 / Thu 10:00~22:00 / Fri 10:00~22:00 / Sat 10:00~22:00,"Blind Spot is a venue that's just as good in the morning as it is late at night. While signature 'forest and seasonal-inspired' teas are served during the day, it takes on a different life at night. As evening falls, Blind Spot offers a range of bespoke and signature cocktails that are bursting with flavors. So no matter what time you visit, it's the perfect place to meet up and enjoy a drink.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/2c/71/a3/blind-spot.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d21127142-Reviews-Blind_Spot-Seoul.html
7939841,Pizzeria'o,+82 2-3673-5005,"48, Dongsung-gil, Jongno-gu",03088,37.580383,127.00448,"Italian, Pizza, European",Sun 11:30~22:00 / Mon 11:30~22:00 / Tue 11:30~22:00 / Wed 11:30~22:00 / Thu 11:30~22:00 / Fri 11:30~22:00 / Sat 11:30~22:00,"Digital Payments, Accepts credit cards: Mastercard, Visa",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/61/74/6d/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7939841-Reviews-Pizzeria_o-Seoul.html
10676592,Boccalino,+82 2-6388-5500,"97 Saemunan-ro, Jongno-gu Four Seasons Hotel 2F",03183,37.570305,126.97544,"Italian, European",Sun 11:00~14:30 / Sun 17:30~21:30 / Mon 11:00~14:30 / Mon 17:30~21:30 / Tue 11:00~14:30 / Tue 17:30~21:30 / Wed 11:00~14:30 / Wed 17:30~21:30 / Thu 11:00~14:30 / Thu 17:30~21:30 / Fri 11:00~14:30 / Fri 17:30~21:30 / Sat 11:00~14:30 / Sat 17:30~21:30,"Boccalino at Four Seasons Hotel Seoul offers an authentic Italian dining experience in Seoul. Sun-drenched marble walls, gleaming metal accents and cognac leather banquettes set the scene for contemporary renditions of classic southern Italian dishes, prepared with passion and showmanship in the open kitchen. Head Chef Ivan Spadaro brings the vibrant flavours of the Mediterranean to life with cherished family recipes and seasonal ingredients. The menu features pasta, pizza and weekend brunch, making Boccalino a fitting choice for a romantic dinner, business lunch or relaxed weekend meal. 포시즌스 호텔 서울의 보칼리노는 현대적인 감각으로 재해석한 남부 이탈리아 요리를 선보이는 이탈리안 레스토랑입니다. 파스타, 피자, 주말 브런치와 함께 셰프 이반 스파다로의 계절감 있는 메뉴와 지중해의 풍미를 밝고 활기찬 분위기 속에서 즐길 수 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/74/93/b6/interior.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d10676592-Reviews-Boccalino-Seoul.html
26379212,Ondaljip Hongik University,+82 2-332-4936,"9, Zandari-ro, Mapo-gu 1/f",,37.55058,126.921974,"Asian, Korean, Deli, Grill, Pub, Fusion",Sun 17:00~05:00 / Mon 17:00~05:00 / Tue 17:00~05:00 / Wed 17:00~05:00 / Thu 17:00~05:00 / Fri 16:30~06:00 / Sat 16:30~06:00,Accepts Credit Cards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e5/47/2f/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26379212-Reviews-Ondaljip_Hongik_University-Seoul.html
1648952,Bonjuk Myeongdong,+82 2-755-3562,"65-2 Chungmuro 2-ga, Jung-gu",,37.561535,126.98538,"Asian, Korean",Sun 09:00~22:00 / Mon 09:00~22:00 / Tue 09:00~22:00 / Wed 09:00~22:00 / Thu 09:00~22:00 / Fri 09:00~22:00 / Sat 09:00~22:00,"Vegetarian friendly, Vegan options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/6f/72/7f/photo0jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d1648952-Reviews-Bonjuk_Myeongdong-Seoul.html
26392614,Myeongdong Korean Bbq All You Can Eat Pig Company,+82 2-318-2990,"44, Myeongdong 3-gil 3rd Floor",,37.565697,126.98367,"Asian, Korean",Sun 11:30~23:30 / Mon 11:30~23:30 / Tue 11:30~23:30 / Wed 11:30~23:30 / Thu 11:30~23:30 / Fri 11:30~23:30 / Sat 11:30~23:30,"Digital Payments, Accepts credit cards: American Express, Mastercard, Visa",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/d3/fe/12/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26392614-Reviews-Myeongdong_Korean_Bbq_All_You_Can_Eat_Pig_Company-Seoul.html
6787551,Spacca Napoli,+82 2-326-2323,"28, Yanghwa-ro 6-gil, Mapo-gu",04046,37.54898,126.915665,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",Sun 11:30~22:00 / Tue 11:30~15:00 / Tue 17:00~22:00 / Wed 11:30~15:00 / Wed 17:00~22:00 / Thu 11:30~15:00 / Thu 17:00~22:00 / Fri 11:30~15:00 / Fri 17:00~22:00 / Sat 11:30~22:00,"Vegetarian friendly, Vegan options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/64/d1/f2/caption.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d6787551-Reviews-Spacca_Napoli-Seoul.html
14901544,MOBO Bar,+82 2-6282-6739,"176 Sinbanpo-ro, Seocho-gu 7th Floor",06546,37.5039,127.00474,"Bar, Pub, Wine Bar, Dining bars",Mon 18:00~00:00 / Tue 18:00~00:00,"Relax after a busy day at MOBO Bar in Gangnam, Seoul, a respite featuring a range of wines and beers, along with craft cocktails concocted by mixologists using premium liquors and fresh homemade ingredients. Featuring outdoor seating and greenhouse.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/44/0b/8c/mobo-bar-is-our-contemporary.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d14901544-Reviews-MOBO_Bar-Seoul.html
11950049,Busan Jib Restaurant - Halal,+82 2-777-8660,"11-4, 8 Myeongdong-gil, Jung-gu",04536,37.563168,126.984856,"Asian, Korean",Sun 10:00~22:00 / Mon 10:00~22:00 / Tue 10:00~22:00 / Wed 10:00~22:00 / Thu 10:00~22:00 / Fri 10:00~22:00 / Sat 10:00~22:00,"Vegetarian friendly, Halal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/85/de/37/photo0jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d11950049-Reviews-Busan_Jib_Restaurant_Halal-Seoul.html
12250577,Buchon Yukhoe,+82 2-2267-1831,"200-12, Jong-ro, Jongno-gu",03195,37.570343,126.99991,Korean,Sun 09:00~22:00 / Mon 09:00~16:00 / Mon 17:00~23:00 / Tue 09:00~16:00 / Tue 17:00~23:00 / Wed 09:00~16:00 / Wed 17:00~23:00 / Thu 09:00~16:00 / Thu 17:00~23:00 / Fri 09:00~16:00 / Fri 17:00~23:00 / Sat 09:00~23:00,Accepts Credit Cards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/fd/dd/3a/buchon-yukhoe.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d12250577-Reviews-Buchon_Yukhoe-Seoul.html
33039774,Gowooga Yeoksam Station Branch,+82 2-555-9554,"#8 Teheran-ro Basement 1, 152 KR, Gangnam-gu",06236,37.50003,127.03652,"Barbecue, Asian, Korean",Sun 11:30~22:00 / Mon 11:00~22:00 / Tue 11:00~22:00 / Wed 11:00~22:00 / Thu 11:00~22:00 / Fri 11:00~22:00 / Sat 11:30~22:00,"Gowooga Yeoksam is a premium Korean beef dining restaurant located in the heart of Gangnam. Guests can enjoy a Korean beef omakase in stylish private rooms, making it an excellent choice for business meetings, corporate dinners, and important client receptions. The menu, composed of the finest Korean beef and authentic Korean courses, delivers an elegant dining experience. Recognized as one of Gangnam’s signature Korean beef restaurants, it is also well-suited for anniversaries and family gatherings.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/7c/5a/eb/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d33039774-Reviews-Gowooga_Yeoksam_Station_Branch-Seoul.html
8135346,Brera,+82 2-2236-0770,"41, Dasan-ro, Jung-gu",04600,37.548065,127.00717,Italian,,"Vegetarian friendly, Vegan options",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/65/6d/55/photo2jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d8135346-Reviews-Brera-Seoul.html
4105590,HanCook N Seoul Tower,+82 2-3455-9292,"126, Namsangongwon-gil, Yongsan-gu",04340,37.55127,126.988335,"Asian, Korean",Sun 12:00~16:00 / Sun 18:00~22:00 / Mon 12:00~16:00 / Mon 18:00~22:00 / Tue 12:00~16:00 / Tue 18:00~22:00 / Wed 12:00~16:00 / Wed 18:00~22:00 / Thu 12:00~16:00 / Thu 18:00~22:00 / Fri 12:00~16:00 / Fri 18:00~22:00 / Sat 12:00~16:00 / Sat 18:00~22:00,Vegetarian friendly,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8d/4c/47/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4105590-Reviews-HanCook_N_Seoul_Tower-Seoul.html
10133954,Ipanema Grill,+82 2-365-6118,6 Yonsei-ro 4-gil Seodaemun-gu,03779,37.556885,126.93734,"Steakhouse, Brazilian, Barbecue, Spanish, Grill",Sun 12:00~22:00 / Mon 11:30~22:30 / Wed 11:30~22:30 / Thu 11:30~22:30 / Fri 11:30~22:30 / Sat 12:00~22:00,Brazilian steak house in Seoul,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a1/7f/03/ipanemagrill-sincon.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d10133954-Reviews-Ipanema_Grill-Seoul.html
33020173,Udaegalbioflegend Gangnam,+82 2-566-9050,819 Yeoksam-dong,06134,37.499165,127.02816,Barbecue,Sun 11:10~21:50 / Mon 11:10~21:50 / Tue 11:10~21:50 / Wed 11:10~21:50 / Thu 11:10~21:50 / Fri 11:10~21:50 / Sat 11:10~21:50,"Accepts credit cards: American Express, Discover, Mastercard, Visa",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/65/06/1c/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d33020173-Reviews-Udaegalbioflegend_Gangnam-Seoul.html
27799148,Seoryung Seoul Station,+82 10-3474-8766,10 Sowol-ro Danam Tower 1st Floor,04527,37.558548,126.97546,"Asian, Korean, Healthy",Sun 11:00~21:30 / Mon 11:00~21:30 / Tue 11:00~21:30 / Wed 11:00~21:30 / Thu 11:00~21:30 / Fri 11:00~21:30 / Sat 11:00~21:30,"Seoryung is a traditional Korean restaurant specializing in Pyongyang-style cold noodles (naengmyeon), known for its crystal-clear and deep beef broth, hand-pulled 100% buckwheat noodles, and warm, attentive service. Located near Seoul Station, Namdaemun, Myeongdong, it offers a peaceful dining experience with authentic flavors rooted in heritage. In addition to its signature naengmyeon, Seoryung also serves tender, top-grade Korean beef bulgogi made from premium sirloin, grilled to perfection for a rich and savory experience. It promises an enjoyable culinary journey where you can savor traditional Korean dishes in a setting that blends timeless elegance with modern design.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/7d/1b/korean-traditional-resaturant.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d27799148-Reviews-Seoryung_Seoul_Station-Seoul.html
17613351,Food Exchange - Novotel Ambassador Dongdaemun,+82 2-3425-8100,238 Eulji-ro Jung Gu,04561,37.566387,127.0044,"International, Asian, Korean, Contemporary, Fusion",Sun 06:30~22:00 / Mon 06:30~23:00 / Tue 06:30~23:00 / Wed 06:30~23:00 / Thu 06:30~23:00 / Fri 06:30~22:00 / Sat 06:30~22:00,The Food Exchange is a premium buffet restaurant where guests can experience a modern reinterpretation of various dishes from around the world with a wonderful view of Central Seoul in a modern atmosphere. Private dining rooms are available for special occasions or meetings.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ba/65/45/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d17613351-Reviews-Food_Exchange_Novotel_Ambassador_Dongdaemun-Seoul.html
25302376,Spill Out,+82 70-8691-1474,6-5 Donggyo-ro 38-gil,,37.56171,126.92484,"Italian, American, Bar, Pizza, Pub, Dining bars, Beer restaurants",Sun 12:00~23:00 / Mon 12:00~00:00 / Tue 12:00~00:00 / Wed 12:00~00:00 / Thu 12:00~00:00 / Fri 12:00~02:00 / Sat 12:00~02:00,Authentic New Jersey style pizza and a great bar with patio seating. Open every day at noon and until late on weekends.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c7/f8/c9/pepperoni.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d25302376-Reviews-Spill_Out-Seoul.html
27491337,Cheongsudang Café,,"31-9 Donhwamun-ro 11na-gil, Jongno-gu",,37.53962,127.009674,Cafe,Sun 10:30~20:30 / Mon 10:30~20:30 / Tue 10:30~20:30 / Wed 10:30~20:30 / Thu 10:30~20:30 / Fri 10:30~20:30 / Sat 10:30~20:30,"Lunch, Dinner",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/eb/0a/63/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d27491337-Reviews-Cheongsudang_Cafe-Seoul.html
2330577,Braai Republic,+82 70-8879-1967,"19, Itaewon-ro 14-gil, Yongsan-gu",04391,37.5336,126.99068,"African, Barbecue",Sun 12:00~20:00 / Mon 17:00~20:00 / Tue 17:00~20:00 / Wed 17:00~20:00 / Thu 17:00~20:00 / Fri 12:00~20:00 / Sat 12:00~20:00,"Braai Republic serves South African home-style cooking, focusing on our own homemade sausages including boerewors, lamb chops and freshly-baked meat pies. Kitchen hours: (Monday 5PM) (Tuesday to Sunday 12PM - 9PM) Atmosphere: Open kitchen and Casual Tip: Come before 6PM - even on week days we get busy early!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e1/a5/be/meat-platter.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d2330577-Reviews-Braai_Republic-Seoul.html
810850,Samwon Garden Main Store,+82 2-548-3030,"835, Eonju-ro, Gangnam-gu",06023,37.524925,127.03259,"Barbecue, Asian, Korean",Sun 17:00~21:00 / Mon 17:00~22:00 / Tue 17:00~22:00 / Wed 17:00~22:00 / Thu 17:00~22:00 / Fri 17:00~22:00 / Sat 17:00~22:00,"Digital Payments, Accepts credit cards: American Express, Mastercard",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d0/3f/31/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d810850-Reviews-Samwon_Garden_Main_Store-Seoul.html
28276341,Kim Tae-wan Sushi Mapo Main Branch,+82 10-7466-3442,"Samgae-ro, 7 1st Floor",04172,37.540707,126.94794,"Japanese, Sushi",Sun 11:00~22:00 / Mon 11:00~22:00 / Tue 11:00~22:00 / Wed 11:00~22:00 / Thu 11:00~22:00 / Fri 11:00~22:00 / Sat 11:00~22:00,"Lunch, Dinner",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b4/fb/44/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d28276341-Reviews-Kim_Tae_wan_Sushi_Mapo_Main_Branch-Seoul.html
1892430,Hamheung myeonok,+82 2-776-8430,"26-1 Myeong-dong 2-ga, Jung-gu",,37.56272,126.985466,"Asian, Korean",Sun 09:30~22:00 / Mon 09:30~22:00 / Tue 09:30~22:00 / Wed 09:30~22:00 / Thu 09:30~22:00 / Fri 09:30~22:00 / Sat 09:30~22:00,"Lunch, Dinner, Brunch",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/40/f0/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d1892430-Reviews-Hamheung_myeonok-Seoul.html
7062406,Jalppajin Memil seochon,+82 70-4142-1214,"41-1, Jahamun-ro, Jongno-gu",03036,37.579723,126.97111,"Asian, Korean",,Profesional buckwheat house.Main dishes. Buckwheat noddleBuckwheat BIG dumpling.Herbal boiled pork. 15 type of makgulli. we are making dough by ourselve and serving fresh noddles. vegan food also have.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/cd/5f/e1/sept-2017.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7062406-Reviews-Jalppajin_Memil_seochon-Seoul.html
14832409,The Lounge,+82 2-6282-6735,"176 Sinbanpo-ro, Seocho-gu 8th Floor",06546,37.50391,127.004745,"Chinese, Cafe, Asian, Healthy, Wine Bar",Sun 08:00~22:00 / Mon 08:00~22:00 / Tue 08:00~22:00 / Wed 08:00~22:00 / Thu 08:00~22:00 / Fri 08:00~22:00 / Sat 08:00~22:00,"An atmospheric contemporary lounge combining Korean interior design elements, soaring ceilings and stunning city views. Daytime offerings include afternoon tea, a range of desserts, and premium coffee and teas, complemented by wines and cocktails in the evening.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/3f/de/be/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d14832409-Reviews-The_Lounge-Seoul.html
2248137,Wonjo WonHalmae Dakhanmari,+82 2-2279-2078,"25, Jong-ro 40ga-gil, Jongno-gu",03197,37.57029,127.005325,"Korean, Soups, Asian",Sun 11:00~23:00 / Mon 11:00~23:00 / Tue 11:00~23:00 / Wed 11:00~23:00 / Thu 11:00~23:00 / Fri 11:00~23:00 / Sat 11:00~23:00,"Lunch, Dinner",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/6b/eb/49/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d2248137-Reviews-Wonjo_WonHalmae_Dakhanmari-Seoul.html
13875612,Gangnam Myeonok Myeongdong,+82 2-3789-7117,"8, Myeongdong 7-gil, Jung-gu 5F Milae Building",04534,37.564133,126.98454,"Barbecue, Korean",,Dinner,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/41/38/32/photo0jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d13875612-Reviews-Gangnam_Myeonok_Myeongdong-Seoul.html
8024262,Din Tai Fung Myeongdong Jungang,+82 2-3789-2778,"13, Myeongdong 7-gil, Jung-gu 2F, Jeungkwon Bldg.",04534,37.564564,126.98383,"Chinese, Asian, Taiwanese",Sun 11:00~21:00 / Mon 11:00~21:00 / Tue 11:00~21:00 / Wed 11:00~21:00 / Thu 11:00~21:00 / Fri 11:00~21:00 / Sat 11:00~21:00,"Lunch, Dinner",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/9a/2b/af/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d8024262-Reviews-Din_Tai_Fung_Myeongdong_Jungang-Seoul.html
34112749,On:table,+82 2-3430-8585,"524 Bongeunsa-ro, Gangnam District The Westin Seoul Parnas",,37.566,126.9784,"Seafood, International, Asian",Sun 06:30~22:00 / Mon 06:30~22:00 / Tue 06:30~22:00 / Wed 06:30~22:00 / Thu 06:30~22:00 / Fri 06:30~22:00 / Sat 06:30~22:00,"Experience a sophisticated culinary feast at ON:TABLE, a premium wellness dining restaurant inspired by the rhythm of the seasons. Enjoy seasonal special menus reflecting wellness values that balance body and mind, diverse live stations, and personalized breakfast options offering a harmonious blend of tastes and experiences.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/31/5e/27/on-table-restaurant.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d34112749-Reviews-On_table-Seoul.html
4784252,Kervan Turkish Restaurant Itaewon,+82 2-792-4767,"192, Itaewon-ro, Yongsan-gu",04406,37.534576,126.99523,"Mediterranean, Turkish, Middle Eastern",Sun 11:30~23:00 / Mon 11:30~23:00 / Tue 11:30~23:00 / Wed 11:30~23:00 / Thu 11:30~23:00 / Fri 11:30~23:00 / Sat 11:30~23:00,"Vegetarian friendly, Halal",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d3/70/15/kervan-turkish-restaurant.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4784252-Reviews-Kervan_Turkish_Restaurant_Itaewon-Seoul.html
