restaurant_id,review_num,review_text,
7033805,10,,Really and truly delicious US style BBQ
7033805,11,,I was concerned due to some of the negative reviews but the food was outstanding !   And the waiting line implies everyone else thinks it is too!  I had the da Bomb brisket sandwich and it was as tasty and smokey as Southern USA bbq!  And the side french fries and Cole slaw were also good.   Service was sufficient and fast.   Will definitely return if given the opportunity.
7033805,12,,It had it's up and downs!
7033805,13,,Good American BBQ in Seoul
7033805,14,,"Wilmington, North Carolina"
7033805,15,,Great American speciality
1800094,1,,"I don't know the real reason to wait.
I don't know when to come out, but I don't know when to come out, and I don't know when to come out, and I don't know when to come out, I don't know when to come out, I don't know when to come out, I don't know when to come out, I don't know when to go out, I don't know when to go out, I don't know when to go out, I don't know when to go out, I don't know when to go out, I don't know when to go out, I don't know when to go out."
1800094,2,,Went around 12+pm and it was
1800094,3,,"Oh my goodness! These really are fantastic! 
I love that the preparation area is open for the public to see!
The kimchi has just the right level of spice and the dumplings... well, they are just delicious!"
1800094,4,,My dumpling came cold or it would have earned 4 stars
1800094,5,,Travelingandtastingtheworld
1800094,6,,"Both styles of mandu are good. I always get a mix of both, but I prefer the kimchi ones a little more. Always has a line. Very popular. Great place for a snack or you can make a meal out of it."
1800094,7,,Excellent steamed dumplings
1800094,8,,"Best kimchi filled mandu dumplings we've had so far in Seoul. The wrapper is thinner than most. Go to Namdaemun market gate 5, the stand is 1/3 of the way down on your left. You'll probably see the line. 10 dumplings for 7,000 KRW. We also got a large red bean bun which was delicious for 1,000KRW."
1800094,9,,We stopped here and stood in line for about 10 minutes.  It was worth the wait for these steaming hot dumplings!  Five years as enough for the two of us.
1800094,10,,"San Francisco, California"
1800094,11,,Good taste and consider cheap among korean food
1800094,12,,Good quality for cheap price
1800094,13,,"Good but they raised the price from 6 buns for 3000 Won to 4 buns to $3500 Won
That takes 4 stars down to a three"
1800094,14,,"Bad Neuenahr-Ahrweiler, Germany"
1800094,15,,"San Francisco, California"
21127142,1,,Nice patisseries and cool cocktails
21127142,2,,"Ordered the panini and it was NOT a panini, it was a fluffy bread sandwich.  French fries were really good. There weeere SOOOOO many fruit flies swarming around the food!!!"
21127142,3,,The dessert is a warning that do not come here near other cafeteria.
21127142,4,,Great ambience. I especially love the chair and music. You guys should come here if you visit Itaewon.
21127142,5,,"Remarkably nice staff. They work quickly and smoothly. Beautiful interior, pleasant musical accompaniment. Soft and alcoholic beverages are always served in an aesthetically beautiful form. But desserts are a separate article of admiration!!! Delicious! Beautiful! And everything is fresh!!!"
21127142,6,,Instagram worthy spot with great desserts!
21127142,7,,"Elevate your coffee experience to new heights! From the first sip to the last, you'll be enchanted by the quality and care put into every cup"
21127142,8,,"It's closer to Noksapyeong Station than you think, so it's easy to get to by public transportation without a car. It's about a 10-minute walk. The desserts are lighter and sweeter than expected, so they are easy to eat without feeling uncomfortable. You have to choose tea or coffee, but I personally recommend the clean white tea because it leaves a deep impression."
21127142,9,,"I ordered a cream base cake and the cake was so pretty..! The taste has an overall rich cheese flavor and goes well with the raspberry inside.
For coffee, I ordered an iced Americano and it was mild.
They showed me a seat near the window, but I think it's good to come alone."
21127142,10,,"This place is amazing! The music always sets the mood, fresh flowers on the table. The most delicious desserts and cocktails! Very stylish interior!"
21127142,11,,"Nice atmosphere, very modern, good food. I really like that they have a seasonal menu. We always go to Mediterranean restaurants. Very light, delicious and wonderful dishes. And it is a very comfortable lobby lounge where you can taste delicious desserts!
Great!"
21127142,12,,Great food great ambience at Blind Spot
21127142,13,,"Bar in the Mondrian lobby, very trendy, cozy and with a modern and artistic atmosphere. The ceiling is high and the music is entertaining.
The drinks are very good, refreshing and nicely presented. The staff is professional and let us feel comfortable."
21127142,14,,"After checking out, I made a reservation and visited around 2pm to enjoy dessert.
On Saturday afternoons, there is usually only one employee at the cafe as there are not many customers, but even when I wait at the counter to get directions to my seat, they treat me like I am invisible. I was waiting, saying that it could be because they were busy, and when I asked them where to sit, they gestured over there with their hands, and there were more than three tables there. I didn't know where the table was, so I asked again where to sit, and it said over there, so I just figured it out and sat down. It was this kind of response again after that, and I ended up receiving a complaint.
You must scan the menu with a QR code to view it.
They didn't even give me such a simple explanation, so I figured out the menu myself and ordered. It's faster to just go to the counter and order.
Overall, you can go without thinking that it is a hotel cafe... but I don't think I will ever come back to Mondrian thanks to this place."
21127142,15,,"Dear, nothing to drink, only ice cubes ??"
7939841,1,,Really good pizza - especially when you're hungry. Staff was very friendly and professional. It was also very cozy to sit out on their terrace
7939841,2,,Perfect pizza in a cool part of Seoul!
7939841,3,,"We were here in June 2024. 

The pizza was quite ordinary pizza, not exceptional, but exactly what you expect from a pizza when you are starving tourists from Norway! The atmosphere here was very cozy, many couples eating here."
7939841,4,,"This is the first time i visited this place, and I really love it! The pizzas are really authentic, the crust is nice and crispy while still having a nice chew to it. We got 4 different pastas, but I think the Stella and the Quattro salami were the best ones! The pasta is really good as well! The portions are also quite a good side, very suitable for bigger groups to share. Lastly, the atmosphere and service are also really great! Highly recommend!"
7939841,5,,Authentic and Delicious Pizza in a classy and fancy environment
7939841,6,,"We tried Pizzeria’0 for a little break from Korean food and based on its proximity to where we were at the end of long day.  We ordered 4 different types but not the one with a whole in the shell) lobster.  Of the 4 pizzas, the Funghi was outstanding.  It had 4 types of mushrooms and truffle oil.  The Diablo is a good choice for someone looking for something spicy."
7939841,7,,"Omg. We stumbled onto this place and decided to give it a try and I’m so glad we did. We had the pizza margarita and pasta carbonara and they were excellent. Now my standards are high for pizza margarita from spending 2 weeks in Naples and eating it almost daily. This one did not disappoint. The crust was the right mix of chewy and soft, it was cooked in a wood fired oven and the mozzarella was delicious. The pasta was also excellent with just the right amount of black pepper, and check out the pic for the perfect egg on top!  

Also, if all that was not enough, they have a nice wine list. Try the house wine, it’s a Chilean red and quite good for only 6,000 Korean. Each entree was 18,500 Korean, maybe a little high but not when you consider that you are in S Korea. 

Please. Go and enjoy a taste of Italy when you need a break from Korean food or just want something different. 

Big plus, English speaking staff and English menu."
7939841,8,,Best pizza AND fries in Seoul
7939841,9,,My favorite place in Hyehwa
7939841,10,,Hearty and Tasty portions!!
7939841,11,,Great find while strolling in Hyehwa
7939841,12,,Beyond expectation - Worth coming back for the taste
10676592,1,,an extraordinary experience
10676592,2,,They say the menu is going to change.
10676592,3,,Unexpected highlight of our trip to Seoul
10676592,4,,SUPERB FOOD AND  ONE OF THE BEST  EXPERIENCES I'VE EVER HAD IN A RESTAURANT. I'll  be  back  again.
10676592,5,,Easy and modern place with excellent food and service
10676592,6,,"A great Italian restaurant with tasty pizzas and deserts. During my stay at Four Seasons Hotel, I dined at this restaurant a couple of times. Quattro formaggi pizza, Tiramisu and Lemon tart were among my favorites. It is a bit on the pricey side but definitely worth the visit."
10676592,7,,"Whilst staying at The Four Seasons we decided to try the highly rated Boccalino. The food was delicious and couldn’t be faulted. The restaurant interior has a 1920s Art Deco feel which is contemporary and glamorous without being pretentious. The star of the restaurant goes to the service where they go above and beyond to make you feel special. Jamie was outstanding in being attentive, friendly, funny but always professional as she served us throughout the evening. We also met the lovely Crystal who again was excellent. It was also a honour to meet Alex who as a manager must take some credit in creating and maintaining such high standards. He was able to manoeuvre around the restaurant chatting to customers whilst ensuring the restaurant flowed effortlessly. We loved it so much we came back for our last night where it was lovely to see Alex and Crystal again - it was like seeing old friends and this time had Julie serving who was just as fabulous as the others. We were sad not to see Jamie this time but would like to say thank you to you all for making our time in Seoul so special."
10676592,8,,Favorite Fine Dining in Seoul
10676592,9,,Boccalino is authentic Italian cuisine in the Four Seasons Hotel.
10676592,10,,"It was a surprise to see a full vegan menu which several choices for appetizers and mains. The menu was purely italian with choice between pasta and pizza.

It would be ideal if they could add also a risotto to the mains but as the menu is now is already quite good given the limited vegan options in seoul."
10676592,11,,Italian Gastronomic Embassy in Seoul
10676592,12,,Authentic Italian meal in Seoul
10676592,13,,"Downingtown, Pennsylvania"
10676592,14,,"Scotch Plains, New Jersey"
10676592,15,,"This is a very comfortable dining experience.
Good Italian food, great wine list, service to match.
We will return"
26379212,1,,Tasteful. It was so delicious that it struck. It's hot. But it was delicious.
26379212,2,,"The store is so clean and the food is delicious. I'll come next time. I'm in the middle of an unconditional club, and you're a dog with honey."
26379212,3,,I've been to the river for a long time. It smelled delicious from a place called the moonhouse and it was so delicious that I was surprised to come again!
26379212,4,,Hot Home Hong Kong Review
26379212,5,,If you want to eat on the flood here????
26379212,6,,It's the first time I've been here and the chicken cucumber is soft and the side menu is delicious!!  My girlfriend recommended me to come to dinner together and eat deliciously :)
26379212,7,,It's delicious! The bar was delicious and the atmosphere was good. I would recommend visiting people around.
26379212,8,,"I visited with my girlfriend and ate boneless chicken.
It has a lot of unpleasant taste and bone, but it has a lot of meat and quality, so I think I will come again."
26379212,9,,"The combination of strawberry and mayonnaise is blocked. If you go with a cool beer, the summer storms leave for a while... Taste your food."
26379212,10,,"The sauce is delicious and the sauce is delicious!! The livery yogurt is especially delicious and tasty, so it is good for chicken!"
26379212,11,,"I ate it before and it was delicious. I brought a friend again.
I've eaten all the chicken cucumber, cheeseburger, and chicken pie.
Chicken cheese is delicious.
It's crazy, so you'd like to eat with Bob. ♡"
26379212,12,,"The food is delicious so you want to find something delicious. The facilities are clean, there are lots of seats so you can come in groups and the staff is friendly."
26379212,13,,The boys eat. I eat chicken.
26379212,14,,"Basically, I knew the moonhouse, but it tastes best at many points and the staff service is very good! And the best hygiene!"
26379212,15,,"Going with my gf is great! And it's delicious. If you have a chance next time, you must come! Highly recommended!!!"
1648952,1,,"Huge portions, delicious fresh food. 
Rice porridge with a double portion of shrimp is great for a healthy breakfast! 
Recommend a visit ??"
1648952,2,,"Porridge of oysters with green algae is delicious!
There are also many oysters, and the overall quantity is good

I'd like it to open a little earlier."
1648952,3,,"This is his second visit to the store. Stable and delicious. Cospa is also good. I hope they open another hour early.
I would like to come back again!"
1648952,4,,"There are several shop locations in the Myeongdong area, so my friend and I looked for a quiet spot. The porridge portions are quite large and there are many varieties. I tried the abalone. It's a good choice of porridge to start the day."
1648952,5,,"Bonjuk is located on the 2nd floor of a building near Nature Republic. No frills hearty porridge which is quite a large serving. Comes with 3 sides and for $12-17 a bowl, this makes a warm breakfast or lunch. Staff attitude is ok, not condescending to tourists."
1648952,6,,Bonjuk (Korean Rice Porridge)
1648952,7,,Perfect service with personal touch
1648952,8,,"Poor environment, Poor attitude"
1648952,9,,Love their tasty porridge. Portion is large enough. Opens quite early. It was quite empty when we visit the place in the morning.
1648952,10,,Tried the seafood and abalone porridge and both taste great. The taste is light but flavourful. Makes a good meal after all the street food around Myeongdong!
1648952,11,,"Poor taste, poorer attitude from staff"
1648952,12,,Good but could add more ingredients
1648952,13,,"Eaten Bonjuk every time I’ve been to Seoul but first time at Myeongdong branch. Nearest Exit is 6, there is no sharing and everyone has to order 1 set. Find a seat, menus are on the table and just go up to the counter to order. There is no real need to wait for them to come to you. Serving is big and payment can be made directly at the counter. People eat and go, so don’t expect hospitable service. Manage your expectations."
1648952,14,,"The shop is located at 2nd floor and same row with Skypark 1 Hotel. I like the porridge here, the hot and spicy level is meet my expectations."
1648952,15,,Healthy and Nutritious Porridge
26392614,1,,"If you're looking for the best all-you-can-eat Korean BBQ in Myeongdong, this is the place to go! The beef was incredibly tender, juicy, and packed with flavor, while the pork was fresh, perfectly marinated, and absolutely delicious when grilled. The unlimited meat selection was amazing, and everything was consistently fresh and well-stocked.

The side dishes were tasty, the atmosphere was lively, and the staff were friendly and attentive throughout the meal. Whether you're a tourist or a local, this spot delivers a true Korean BBQ experience with excellent quality and great value for money.

Without a doubt, one of the best Korean BBQ buffet experiences in Myeongdong. Highly recommended for anyone who loves unlimited beef and pork BBQ!"
26392614,2,,Good clean quality all-you-can-eat bbq
26392614,3,,Best Pork BBQ in Myeongdong!!
26392614,4,,"One person came to travel, wanted to eat roast meat choose their home, good taste, service is very sweet, there are five kinds of meat, beef, beef sausage, unlimited amount of eating, help with the roast, teach me a variety of roast meat to eat, dipping also many options, friends all over the country come to eat, some can speak Chinese, there are English clerks, all don't worry about communication problems,"
26392614,5,,Great All-You-Can-Eat BBQ Experience at COW & PIG in Myeongdong!
26392614,6,,Very good Korean barbecue
26392614,7,,"Great price, great food! It was a little hard to find because we do not read or speak Korean... but we found! We climb the staircase, the restaurant boards are kind of like... ^.^"
26392614,8,,"Very very good food, and with decent price.  restaurant is clean. Very Good costumer service. Comfortable seats. Will come back again soon"
26392614,9,,"Delicious dinner, with good selection of meats at affordable price. Staff is responsive. Perfect dinner especially during the cold winter night."
6787551,1,,Best pizza in Seoul/similar to my Naples experience
6787551,2,,"Bad very bad! Arrived at 7pm, reservations closed, they no longer accepted people.. 
Without being quite clear how to do it for a possible future booking. 
We also wrote on Instagram, without having had any answers.  
Removed from the list."
6787551,3,,"One of the best neapolitan pizzas in Korea. Maybe even top 10 in Asia. 
The pizza chef have for many years received awards for making authentic neapolitan pizzas and they are just as good and sometimes better than the ones you get around Napoli. If anyone tells you otherwise they simply dont know what a good neapolitan pizza is supposed to be like. Unfortunately many people think any thin crust pizza is neapolitan and expect american style pizza.  
The pizza here does everything right and deserves all the praise they get. The crust is both crunchy and chewy while being perfectly thin. The sauce is excellent and is made of real tomatoes. Not just the generic puree based sauce you find on more well knowns pizza chains. Toppings are also of high quality and the amount is jsut like a neapolitan pizza is supposed to have.

They also sell some pasta dishes and some salads.

Note that they do not take reservations and you must sign up for a waiting queue should the place be full. You will get a sms or email when your number is up. They may deny you if they know they cant take more customers before closing time. And that is where the confusion from some other reviews may come from. The restaurant see how long the waiting line is, you dont. People who are waiting isnt standing at the restaurant since they will get notified on sms or email. Also the language barrier is real so dont just assume they are trying to be rude when denying you with limited English skills.
From my experience they are very friendly and very helpful. Always felt welcomed here. 
At my last visit I had issues registering at the waiting line machine so the staff registered for me and told me to come back in 20 minutes since I wasn't able to register the email address. 20 minutes later staff came outside and looked for my group to give us a table. 
tldr; great neapolitan pizza and great staff"
6787551,4,,Bad service and incorrect service information.
6787551,5,,Really good pizza... we found ourselves here looking for a pizza after a long time in Asia... great... good!!!!!!
6787551,6,,Best pizza in South Korea!
6787551,7,,Incorrect information and bad organization
6787551,8,,"We went to this pizzeria by chance, attracted by the sign and the staircase that takes you to the place (it looked like the entrance of a building in Naples) so we decided to test the Neapolitan Pizza in Seoul.
the restaurant is small but comfortable, at the back of the room a large wood oven.
The waitresses kind and fast, the pizza maker very easy.
We felt all the flavor of Neapolitan pizza and it is not easy to experience this feeling abroad.
Good pizza, great taste and inviting smell. we promoted with flying colors the pizza and the place.
I complimented the waitress to take back to the pizza maker and he kindly offered me and my wife a shot of Limoncello.
We will definitely return to eat in the next holiday in Seoul.
A little advice:
I would add some typical desserts of Naples and some Neapolitan frying"
6787551,9,,The best pizza I have ever had!
6787551,10,,Excellent Neapolitan Pizza in Seoul
6787551,11,,"I was super excited to go here after reading the reviews.  Went on a weekend night and the place was packed with a 30 minute wait for a table, which even made me more excited to eat the pizza.  It was a let down.  I know that the owner was not the one making the pies so maybe that was why it was not that good, but both the diavolo and the Margherita were average at best.  The Margherita was too dry for my taste and the diavola lacked any type of kick to it.   i wanted to give it a 2.5 but since trip advisors doesnt allow half stars I rounded up instead of down"
6787551,12,,"Spacca Napoli turnes out to be a nice Italian pizza place Location is good , not far and easy to access..Spacca Napoli is decorated quite well to reflect a warm authentic Italian restaurant.  it was completely full and seemed to be a pretty popular hot spot .its a bit expensive, but pizza is amazing ??! Highly recommend"
6787551,13,,"Never looking for Italian food when I'm abroad but living some months in Seoul is making you miss pizza! We tried more than one between the best as advised from other Italian and this was absoultely the best one!
Pizza napoletana! The owner worked many years in Napoli as pizza maker adn founded two restaurant in Seoul."
6787551,14,,Great Neapolitan pizza in Seoul
6787551,15,,Genuinely authentic Italian pizza in Seoul
14901544,1,,"Good mood.
It's delicious.
Austin was kind."
14901544,2,,The cocktail is Mr. Barney.
14901544,3,,"The atmosphere is very good. The barman is very friendly. The cocktail recommendation is very good, so you can have a great time."
14901544,4,,"Washington DC, District of Columbia"
14901544,5,,"I met with friends for a long time. 
Impressed by the water-flowing service and friendly hospitality. The barman's balance good cocktail and uncomfortable sunshine, the careful care of the barman and the sense of humor of the barman will spend a good time. I will come again next time~!"
14901544,6,,"First time I visited and the sub was so good. 
Thank you for caring for the whole time of your service. I'd like to see you again next time.  Thank you."
14901544,7,,"Support, cooking, Mark the bartender is so fun and make the cocktail really delicious!!
I think it allowed you to have a good time.
Thank you!"
14901544,8,,모보 바의 서비스는 훌륭했습니다. 특히 지원 씨는 정말 프로다웠어요. 잊지 못할 경험이었습니다. 정말 감사합니다!
14901544,9,,One is the best cocktail maker
14901544,10,,Great service and special cocktails
14901544,11,,Good mood and too friendly.
14901544,12,,Drinks @ Mobo with One & Lea
14901544,13,,"It was my first visit, but the applicant recommended me from cocktails to scotch whiskey, but it was a valuable experience. Highly recommended."
14901544,14,,A special day with friends
14901544,15,,"Amazing atmosphere!! Most friendly and amazing bar staff, Jiwan made the most amazing Purplish cocktail!! Must try!!"
11950049,1,,Five Stars to Busan Jib.. Awesome Food.
11950049,2,,"Leicester, United Kingdom"
11950049,3,,Appalling Service and overpricing at Busan Jib Myeongdong
11950049,4,,"The food was fantastic! Since my son was asleep and there wasn’t space for the stroller, we opted for takeaway. We had the spicy fried chicken, soup, and a variety of other dishes?it was all absolutely delicious. This restaurant came highly recommended, and we’re so glad we gave it a try!"
11950049,5,,Very bad pricing in Myeongding
11950049,6,,"My experience at Busan Jip, Myeongdong"
11950049,7,,"At Hongdae, very welcoming happy staff.
The atmosphere was simply comfortable and relaxing. You can open your seat to reveal storage space for your belongings.
Food was awesome. The squid was spicy but tasty. Complemented by onions.
Beef was super tasty. You can opt to bbq on your own or the staff's assistance.
Steam egg had a soft texture.
Will definitely come again!"
11950049,8,,"Bandar Seri Begawan, Brunei Darussalam"
11950049,9,,Excellent and tasty food. Fried chicken could be ordered from next door. Selection of food was good too. Total cost was reasonable too.
11950049,10,,Authentic Korean halal food
11950049,11,,Beautiful Korean food near the palace
11950049,12,,"Food was good & staff were friendly & helpful. Wide choice of food. The fried chicken waz awesome. Will come again to try the bbq.
The prayer area is a bonus. Thank you Busan Jib."
11950049,13,,I ordered Kimchi Jjigae. It was spicy (just the way I like my food) and scrumptious ??. It was also nice to have some meat (it had beef) during my trip to Seoul where halal food is not easily available otherwise. The staff were very friendly. The shop is in a small alley in Myeongdong so need to be looked out for carefully so you don't miss it.
11950049,14,,"Bandar Seri Begawan, Brunei Darussalam"
11950049,15,,"With the limited option of Halal Food in Seoul, I personally think BusanJib is decent enough. Prices are on the high side. The food taste is OK. I personally enjoyed the seafood Miso soup served with rice. Limited selection. Chicken ordered from next door, and they will send to your table. We went to eat there twice anyways. Customer service is OK."
12250577,1,,Yukke's famous restaurant. It is best to wait at the Kura Market using your time by issuing a numbered ticket first
12250577,2,,Popular Michelin-listed yukhoe shops
12250577,3,,"The place is run smoothly. We got a text when it was our turn . We ordered the beef tartare with live octopus. It was still moving. They show us how to eat it. On the Michelin guide, so we felt safe to eat it. It's definitely an interesting experience. The beef tasted chewy and the octopus was tasty . Cost was a bit pricey"
12250577,4,,"Deciding to go to this place a bit out of the way for me, I take a taxi, having checked before that the closing time of the kitchen was at 10 pm on trip advisor and at 9.30 pm on other sites and guides.  
I arrive at 9.03pm and the kind (ironically...) janitor informs me that the kitchen had already closed and that it was not possible to eat. 
With the help of the translator I explain that doing so, because of their mistake on the timetable, they would have made me run out of dinner and would have made me throw away € 15.00 taxi. I would add that it did not seem at all serious and correct. The tireless lady simply makes a sorry face - despite having understood everything very well given the use of the translator - without lifting a finger, thus revealing a Service bordering on decorum. 
Result: I ran out of dinner and threw away €15.00 of transport, in addition to my time. 
Catering is serious and demands seriousness. 
Tonight there was not even a little bit of it. 
Clearly, I will report what happened in the same terms to all the circuits where the diligent local communicated deliberately wrong times (at this point). 
Never again."
12250577,5,,"Kanagawa Prefecture, Japan"
12250577,6,,Convenient location from Gwangjang Market!
12250577,7,,"I reached the market early and found this restaurant. It was just before open, but a few groups were already forming queue. I managed to get a table without waiting once they opened. The food was served immediately after order.
The meat is tender and delicious with condiments. The soup served with the plate is good, too. 
The place is located in the market and very clean. I hope to come back and try different dish.

People may say tourist place, but locals were there, too. This is very authentic, I bet."
12250577,8,,Michelin rated food. The wait was about 30 mins but we were expecting it and followed the easily visible instructions (unlike other tourists). Food was excellent! Like many small Korean restaurants they just do a few dishes but do them very well. There are many similar restaurants along ‘Tartar Alley’ but this is the only one with a queue. Must be the Michelin recommendation. Beef and octopus tartar was amazingly fresh to the point of still moving!
12250577,9,,Raw octopus and beef tartare. The octopus was still moving and sticking to my chopsticks so i felt like a real monster eating these poor octopi. They were really tasty though. Queue wasn't too bad cos we were early. ??
12250577,10,,There is pretty much always a line here but it moved relatively fast on a weekday. I had the yukhoe which was good. Meat seemed fresh. The plum wine drink was also delicious. A couple in the restaurant has a plate of moving octopus... We weren't that brave...
12250577,11,,Reached there at around 5 in the evening on a weekday and was lucky there was no queue. Had the raw beef with octopus and it was one of my best meals in Seoul! The beef was very fresh with no gamey taste at all. Enjoyed it thoroughly!
12250577,12,,"We saw a line outside of the restaurant, so we decided to give it a try. Love their free soup, we both asked for a refill. We ordered the raw beef not knowing Michelin suggested the raw ground beef. And also ordered the short ribs soup and group raw beef with veg and rice. They were all good and different. We would go back if we have time at Seoul."
12250577,13,,"I love the way that Seoul does such good food in such laid back premises. Somewhat difficult to find though as it's tucked away in ""beef alley"" in Gwangjiang Market. For something really special, order it with the raw and still ""live"" octopus. No, not for everyone, but the combination of the raw, tender beef with the firmness of the octopus is just great. Go on, try it!"
12250577,14,,"Nope, there’s no word which can describe how magically delicious this dish is. Definitely the best yukhoe I ever eaten in my life. You have to come - to queue - to wait for the dish while warming up with some soup then treat yourself one of the best meals in your life. Don’t forget to order some makgeolli - it pairs marvelously with the texture and the sweetness of raw beef. Raw, cold sliced beef - sweet crunchy pear - fresh cress and fatty egg yolk - all mixed together like a rhythm to dance in your mouth and you’d hum along. 
Go go go!!!"
12250577,15,,"Salisbury, United Kingdom"
33039774,1,,"I visited with a friend and everything from the atmosphere to the food was satisfied. The meat quality was really good and the staff were kindly explained to make it easier to eat. The meat was soft and juicy so it was delicious one by one, and the side menu was satisfying to fit well with the meat. The store was also cleanly managed and felt good throughout the meal. If you're looking for a delicious meat shop near Devon Sam, it's a place to visit again. Recommend! ??"
33039774,2,,"It's a place where you really feel serious. Thanks to the friendly staff, the whole meal was very enjoyable, and the food was made qualitatively by hand. The ingredients were so pleasant that the whole time it was a pleasure to eat, and the food description was a little bit better so I could feel the taste much better. Come on a special day like a anniversary and I think you can make really happy memories! I'll visit again soon!"
33039774,3,,"Good taste and kindness.
There are many reservations, so we recommend you to book and go."
33039774,4,,Friendly and the food was delicious. Good explanation and a doctor to return.
33039774,5,,"The food was delicious and the atmosphere was good, so it was a really satisfying visit. As soon as we entered the store, we felt a clean and cozy atmosphere and it felt good, and the staff were friendly and able to eat comfortably.

The ordered menu felt just as quality, and the ingredients were fresh and tasted more alive. Especially the main menu is perfectly suited and tasty so I remember it. Playing was beautiful and it was also good to take pictures.

In general, the food, service, and atmosphere are all satisfied, so there are plenty of re-visiting doctors and a place to recommend to people around. ??"
33039774,6,,"I'm having dinner with my girlfriend and it's really delicious!
The menu configuration is good and the service is good and the meat is delicious and good to treat!!"
33039774,7,,Amazing Dining Experience
33039774,8,,Great restaurant to visit on anniversary day!!
33039774,9,,"The company's proximity looks new, so I visited with my colleagues and I had a private room and I liked the overall course structure and would like to visit again next time.
I recommend it."
33039774,10,,"I'm dating my girlfriend!
Right in front of Station Three. Accessibility is so good.
I am satisfied that there is no shortage of cosmetics at all.
The interior is also luxurious, so I recommend dating!
Good food."
33039774,11,,Good atmosphere and good taste.
33039774,12,,"The atmosphere was good and the food was delicious! And the whole store is a room so you can eat comfortably!
Next time I'll have to bring my parents."
33039774,13,,"A new store was opened near the company and we visited! 
I visited with my girlfriend and the food was good and tasty compared to the price. So the meat is so delicious and the staff took good care of it. Thank you for eating it!"
33039774,14,,Gow visited the third point.
33039774,15,,"Wonderful open kitchen and the first ingredients to introduce was wonderful.
The food was delicious, especially the pancakes."
8135346,1,,"ok. very bad pizza, some good pasta."
8135346,2,,They think tourists are fools
8135346,3,,Visited this Italian restaurant for dinner. gave order waiting time reasonable. Good and well prepared food.  Service was average.
8135346,4,,"Salon-de-Provence, France"
8135346,5,,"These guys are working hard to deliver good Italian food in Seoul, and based on our recent visit,  they are doing a great job!   First up, they told us that their fresh pasta  machine was broken, so they didn’t have their normal range … bonus points for telling us that up front, and giving the option of either fresh tagliatelle only, or dried pasta for the other dishes.  Most places wouldn’t bother with that detail, so that told us they were serious about their food!  We ordered two dishes - hand made gnocchi with Gorgonzola and walnuts, and porcini risotto - both were perfectly cooked and delicious (though I was a bit sorry we hadn’t ordered the pizza when I saw how fantastic they looked coming out for other tables!).  The menu had reasonably priced  red and white Italian wine by the glass or bottle, and the staff were super helpful and friendly, with English for us non-Korean speakers.  I’d be very happy to come back."
8135346,6,,"Came here for a birthday dinner with family and didn’t even end up eating the food. 2 of us ordered pasta dishes and another ordered a risotto dish. The food was presented very nicely, however all of the noodles were severely undercooked. We sent it back to get fully cooked. When they came back, the noodles were still hard and undercooked. So we sent it back a second time. When the food came back this time, the noodles and risotto were still undercooked. We told the manager (who happens to be the gm after looking at the website) and he tried telling us they cook their noodles al dente. This was far from al dente, we could’ve dealt with that. Mind you, the risotto was hard as a rock. It felt like they were trying to blame us for their lack of understanding how to cook noodles and risotto. Also didn’t offer to at the very least take one of the drinks or the dishes off the tab. Hopefully it was just an off night for the chef, otherwise not sure how much longer this place will be around."
8135346,7,,A piece of Italy in Seoul
8135346,8,,"Singapore, null, Singapore"
8135346,9,,"The ambience is plain, not fine dining type. Not the best Italian, but Food is delicious. Staff is friendly but complacent but that could be because we went around 9pm."
8135346,10,,"The attention to detail, great customer service. The cocktails are from heaven and the appetizers as well. Definitely coming back, highly recommended!"
8135346,11,,Not sure what the big deal is -- check your expectations at the door
8135346,12,,"Brera, authentic Italian restaurant, Seoul"
8135346,13,,Very good pasta in a real Italian trattoria environment
8135346,14,,"Yummy pastas and wine, but why no more bread?"
8135346,15,,"Greet food, but bizarre service. Don’t try to pay in cash."
4105590,1,,A view can’t make up for poor experience
4105590,2,,"We didn’t know it was a set menu to start, you also couldn’t take away any leftovers, the customer service was horrendous.  It was also extremely overpriced, $115 CAD before tax and tip.  We ended up asking if we could share one meal and no, or if we could take leftovers and it was a no.  They charged us $120 CAD for the observation deck and reso fee, despite there being nobody around."
4105590,3,,Impatient service compounded by mediocre food
4105590,4,,"It's a must Experience, Great food...although getting up there is well, a bit tricky ~"
4105590,5,,"Food was on point with each course. Make sure jot to ha e a heavy lunch because this will get you filled up. Always reserve ahead of time. The whole experience is well worth the wait, plus the veiw makes it more extravagant and also catching the sunset if ever getting dinner time reserved."
4105590,6,,They got nothing special other than the view
4105590,7,,Overall very pleasant experience
